PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,HARBORSIZE,HARBORTYPE,MAX_VESSEL
KIRTEH OIL TERMINAL,MY,4.566667,103.466667,S,OR,L
KUALA TRENGGANU,MY,5.350000,103.133333,V,RB,
TAPIS MARINE TERMINAL A,MY,5.516667,105.016667,L,OR,L
BANGKOK,TH,13.750000,100.500000,L,RN,M
SI RACHA TERMINAL,TH,13.116667,100.883333,V,OR,M
KO SI CHANG TERMINAL,TH,13.166667,100.816667,V,OR,M
KAMPONG SAOM,KH,10.633333,103.500000,M,CB,M
PHSAR REAM,KH,10.500000,103.600000,V,CN,M
DUONG DONG,VN,10.216667,103.966667,V,RN,L
THANH HO CHI MINH,VN,10.766667,106.716667,M,RN,L
TARABULUS,LB,34.450000,35.833333,M,CB,M
SAYDA,LB,33.500000,35.350000,V,OR,L
ASHDOD,IL,31.816667,34.650000,S,CB,M
MERSA TOBRUQ,LY,32.083333,23.983333,S,CB,M
DARNAH,LY,32.766667,22.650000,V,CB,M
BANGHAZI,LY,32.116667,20.050000,M,CB,L
EZ ZUEITINA,LY,30.850000,20.050000,V,OR,L
AL BURAYQAH,LY,30.416667,19.600000,S,CB,M
RAS   LANUF,LY,30.516667,18.566667,V,OR,M
AS SIDR,LY,30.633333,18.366667,V,OR,L
MISRATAH,LY,32.366667,15.216667,V,OR,L
PIPAVAV BANDAR,IN,20.916667,71.516667,S,CN,L
SUBIC BAY,PH,14.800000,120.266667,M,CN,L
YANTIAN,CN,22.583333,114.266667,S,CN,M
ST. JAMES,US,29.983333,-90.933333,S,RN,M
PETROPAVLOVSK,RU,53.050000,158.650000,V,CN,M
NIKOL SKOYE,RU,55.200000,165.983333,V,CN,
PROVIDENIYA,RU,64.416667,-173.233333,V,CN,
TIKSI,RU,71.633333,128.866667,S,CN,
PEVEK,RU,69.716667,170.300000,V,CN,L
PORT DIKSON,RU,73.500000,80.516667,V,CN,M
DUDINKA,RU,69.400000,86.166667,M,RN,M
IGARKA,RU,67.483333,86.600000,S,RN,M
MEZEN,RU,65.833333,44.183333,S,CN,M
ARKHANGELS'K,RU,64.533333,40.533333,M,RN,L
SIBOLGA,ID,1.733333,98.766667,V,CN,M
ULEELHEUE,ID,5.566667,95.283333,V,OR,M
SABANG,ID,5.883333,95.316667,V,CB,L
LHOKSEUMAWE,ID,5.250000,97.116667,V,OR,L
PANGKALANSUSU,ID,4.116667,98.216667,V,CN,L
MUAR,MY,2.050000,102.566667,V,RN,M
DUMAI,ID,1.683333,101.450000,M,RN,L
TRINCOMALEE HARBOR,LK,8.550000,81.216667,M,CN,L
KANKESANTURAI,LK,9.816667,80.050000,V,OR,M
TUTICORIN,IN,8.800000,78.166667,S,CB,M
NAGAPPATTINAM,IN,10.766667,79.850000,S,OR,L
CUDDALORE,IN,11.716667,79.766667,V,OR,L
PONDICHERRY,IN,11.933333,79.833333,V,OR,L
CHENNAI (MADRAS),IN,13.100000,80.300000,L,CB,M
MACHILIPATNAM,IN,16.150000,81.166667,V,OR,M
KAKINADA BAY,IN,17.000000,82.316667,V,CB,L
VISHAKHAPATNAM,IN,17.683333,83.300000,M,CB,M
PARADIP,IN,20.266667,86.683333,S,CB,M
AVALON,US,33.350000,-118.316667,V,CN,
NEWPORT BEACH,US,33.616667,-117.900000,V,CN,
LONG BEACH,US,33.766667,-118.183333,M,CB,L
LOS ANGELES,US,33.750000,-118.250000,L,CB,L
EL SEGUNDO,US,33.916667,-118.433333,V,OR,L
PORT HUENEME,US,34.150000,-119.200000,V,CB,L
PRISONERS,US,34.016667,-119.683333,V,OR,
VENTURA,US,34.283333,-119.283333,V,OR,L
CARPINTERIA,US,34.383333,-119.516667,V,CN,L
SANTA BARBARA,US,34.416667,-119.683333,V,CB,
ELLWOOD,US,34.433333,-119.916667,V,OR,
GAVIOTA,US,34.466667,-120.200000,V,OR,
PISMO BEACH,US,35.133333,-120.650000,V,OR,
PORT SAN LUIS,US,35.166667,-120.750000,V,CN,L
MORRO BAY,US,35.366667,-120.850000,V,CB,
MONTEREY,US,36.616667,-121.883333,S,CN,
MOSS LANDING,US,36.800000,-121.783333,V,CN,
SANTA CRUZ,US,36.966667,-122.016667,V,CN,
DAVENPORT,US,37.016667,-122.200000,V,OR,
ACAPULCO,MX,16.850000,-99.933333,M,CN,L
LAZARO CARDENAS,MX,17.933333,-102.166667,S,RB,L
MANZANILLO,MX,19.050000,-104.316667,M,CB,L
CALETA LOBITOS,PE,-4.450000,-81.283333,V,OR,
PUERTO CABO BLANCO,PE,-4.250000,-81.233333,V,OR,L
PUERTO BOLIVAR,EC,-3.266667,-80.000000,V,RN,
PUERTO MARITIMO DE GUAYAQUIL,EC,-2.283333,-79.900000,S,RN,L
LA LIBERTAD,EC,-2.216667,-80.916667,V,OR,L
MANTA,EC,-0.950000,-80.716667,V,CB,L
ESMERALDAS,EC,1.000000,-79.650000,V,RN,L
TUMACO,CO,1.816667,-78.750000,V,OR,L
BUENAVENTURA,CO,3.883333,-77.066667,S,CN,L
BALBOA,PA,8.950000,-79.566667,M,LC,L
PEDREGAL,PA,8.350000,-82.433333,S,RN,M
PUERTO ARMUELLES,PA,8.266667,-82.850000,S,OR,M
SUPERIOR,US,46.733333,-92.066667,M,CB,L
DULUTH,US,46.766667,-92.100000,M,CB,L
TWO HARBORS,US,47.016667,-91.650000,S,CB,L
GRAND MARAIS,US,47.750000,-90.333333,V,CN,M
WASHINGTON HARBOR,US,47.916667,-89.150000,V,CN,M
DOUGLASTOWN,CA,48.766667,-64.383333,V,OR,M
CARAQUET,CA,47.800000,-64.933333,S,CN,M
BELEM,BR,-1.450000,-48.500000,M,RN,L
CAMETA,BR,-2.250000,-49.500000,V,TH,
SANTAREM,BR,-2.416667,-54.716667,V,TH,L
ITACOATIARA,BR,-3.150000,-58.450000,V,RN,
MANAUS,BR,-3.133333,-60.016667,S,RN,L
TUTOIA,BR,-2.783333,-42.283333,V,RN,
CAMOCIM,BR,-2.900000,-40.833333,V,RN,M
CABEDELO,BR,-6.966667,-34.833333,S,RN,L
RECIFE,BR,-8.050000,-34.866667,M,CB,L
PORTO DE MACEIO,BR,-9.666667,-35.733333,S,CB,L
ARATU,BR,-12.783333,-38.500000,S,OR,L
MADRE DE DEUS,BR,-12.750000,-38.616667,V,OR,L
PORT OF ILHEUS,BR,-14.783333,-39.016667,S,CB,L
MACAE,BR,-22.366667,-41.766667,V,RN,
PORTO DO FORNO,BR,-22.966667,-42.016667,V,CN,L
ANGRA DOS REIS,BR,-23.016667,-44.316667,S,CN,M
SAO SEBASTIAO,BR,-23.800000,-45.400000,S,OR,L
SANTOS,BR,-23.950000,-46.300000,L,CN,L
MOENGO,SR,5.633333,-54.416667,V,RN,L
MARACAIBO,VE,10.633333,-71.600000,M,OR,L
PORT CLINTON,US,41.516667,-82.933333,V,RN,M
PUT IN BAY,US,41.650000,-82.816667,V,CN,M
TOLEDO,US,41.700000,-83.466667,M,RN,L
MONROE,US,41.883333,-83.333333,V,RN,L
TRENTON,US,42.133333,-83.166667,V,RN,M
WYANDOTTE,US,42.200000,-83.150000,S,RN,M
ROUGE RIVER,US,42.283333,-83.116667,S,RN,M
DETROIT,US,42.333333,-83.033333,L,RN,L
MINA TARABULUS (TRIPOLI),LY,32.900000,13.183333,M,CB,M
AZ ZAWIYA,LY,32.800000,12.716667,S,OR,L
MARSA SABRATAH,LY,32.816667,12.500000,V,OR,M
HOUMT SOUK,TN,33.883333,10.850000,V,OR,
GABES,TN,33.900000,10.116667,S,CB,M
SKHIRA,TN,34.283333,10.100000,V,OR,L
ANTALYA,TR,36.833333,30.616667,S,CB,L
ALANYA,TR,36.533333,32.000000,V,OR,M
TASUCU,TR,36.316667,33.883333,V,CB,M
POTI,GE,42.150000,41.583333,S,CB,M
BATUMI,GE,41.650000,41.650000,S,CB,M
HOPA,TR,41.416667,41.400000,V,CB,M
RIZE,TR,41.066667,40.516667,V,CB,M
TRABZON,TR,41.016667,39.766667,V,CB,L
GIRESUN,TR,40.933333,38.400000,V,CB,M
ORDU,TR,41.000000,37.883333,V,OR,M
SAMSUN,TR,41.300000,36.350000,L,CB,L
SINOP,TR,42.050000,35.166667,V,OR,M
INEBOLU,TR,41.983333,33.766667,V,CB,M
ZONGULDAK,TR,41.466667,31.816667,V,CB,M
EREGLI,TR,41.300000,31.450000,V,CB,M
HAYDARPASA,TR,41.000000,29.016667,M,CB,M
KABA BURNU,TR,40.766667,29.533333,V,CN,L
DERINCE BURNU,TR,40.750000,29.816667,S,CB,L
IZMIT,TR,40.766667,29.916667,S,CN,M
GOLCUK BURNU,TR,40.733333,29.816667,V,CB,M
MUDANYA,TR,40.383333,28.883333,V,OR,M
BANDIRMA,TR,40.350000,27.966667,V,CB,M
ERDEK,TR,40.383333,27.800000,V,CN,M
KARABIGA,TR,40.400000,27.316667,V,CN,M
CANAKKALE,TR,40.150000,26.400000,S,LC,L
AYVALIK,TR,39.316667,26.700000,V,CN,M
IZMIR,TR,38.433333,27.133333,L,CN,M
VINH CAM RANH,VN,11.883333,109.166667,S,CN,L
NHA TRANG,VN,12.250000,109.233333,S,OR,M
QUI NHON,VN,13.766667,109.233333,V,CN,M
DA NANG,VN,16.100000,108.216667,S,RN,M
HAI PHONG,VN,20.916667,106.683333,S,RN,M
HON GAI,VN,20.950000,107.066667,V,OR,M
YANDINA,SB,-9.083333,159.216667,V,CN,M
TERN ISLAND,US,23.866667,-166.283333,V,CN,
JOHNSTON ATOLL,XU,16.750000,-169.516667,V,CN,L
MIDWAY ISLAND,QM,28.183333,-177.366667,V,CB,
HALDIA PORT,IN,22.016667,88.083333,V,RN,L
CALCUTTA,IN,22.550000,88.333333,L,RN,M
MONGLA,BD,22.466667,89.600000,S,RN,M
CHITTAGONG,BD,22.316667,91.816667,M,RN,M
SITTWE,MM,20.133333,92.900000,S,OR,M
BASSEIN,MM,16.783333,94.733333,S,RN,M
RANGOON,MM,16.766667,96.166667,S,RN,M
MOULMEIN HARBOR,MM,16.483333,97.616667,S,RN,M
MERGUI,MM,12.433333,98.600000,S,RN,M
PORT BLAIR,IN,11.683333,92.750000,S,CN,M
PHUKET,TH,7.833333,98.400000,S,OR,M
KRABI,TH,8.066667,98.916667,V,RN,M
KANTANG HARBOR,TH,7.400000,99.516667,V,RN,M
PORT KLANG,MY,3.000000,101.400000,L,CN,L
PORT DICKSON,MY,2.533333,101.783333,M,OR,L
AMBES,FR,45.016667,-0.533333,S,RN,L
TEIGNMOUTH HARBOUR,GB,50.550000,-3.500000,V,RN,M
BRIDPORT HARBOUR,GB,50.716667,-2.766667,V,CB,M
POOLE HARBOUR,GB,50.683333,-1.950000,S,RN,M
SOUTHAMPTON,GB,50.900000,-1.400000,L,RB,L
SHOREHAM HARBOUR,GB,50.816667,-0.250000,V,LC,M
DUNKERQUE PORT EST,FR,51.050000,2.383333,M,RT,L
SHIPPEGAN,CA,47.750000,-64.700000,V,CN,M
GEORGETOWN,CA,46.183333,-62.533333,S,RN,L
SUMMERSIDE,CA,46.400000,-63.783333,S,CN,L
PICTOU,CA,45.666667,-62.716667,S,CN,M
PORT HAWKESBURY,CA,45.616667,-61.366667,V,CN,L
PORT HASTINGS,CA,45.650000,-61.400000,V,CN,L
WHYCOCOMAGH,CA,45.966667,-61.133333,V,CN,M
GRAND NARROWS,CA,45.950000,-60.783333,V,CN,M
LITTLE BRAS D OR,CA,46.250000,-60.300000,V,CN,M
NORTH SYDNEY,CA,46.216667,-60.250000,S,CN,L
CORNUCOPIA,US,46.866667,-91.100000,V,RB,M
STURGEON BAY,US,44.833333,-87.383333,S,LC,L
GREEN BAY,US,44.516667,-88.016667,S,RN,M
DEPERE,US,44.450000,-88.066667,V,RN,M
KAUKAUNA,US,44.283333,-88.266667,V,RT,M
OCONTO,US,44.900000,-87.833333,V,RN,M
MARINETTE,US,45.083333,-87.600000,S,RN,M
MENOMINEE,US,45.100000,-87.600000,S,RN,M
ESCANABA,US,45.766667,-87.050000,S,CN,L
GLADSTONE,US,45.850000,-87.016667,V,CN,M
NAHMA,US,45.833333,-86.666667,V,CN,M
MANISTIQUE,US,45.950000,-86.250000,V,CB,M
PORT INLAND,US,45.966667,-85.866667,V,CB,L
GOULAIS BAY,CA,46.733333,-84.500000,V,CN,M
BATCHAWANA BAY,CA,46.916667,-84.600000,V,CN,M
EAST ZEIT TERMINAL,EG,27.850000,33.600000,V,OR,M
SHARM EL SHEIKH,EG,27.850000,34.283333,V,OR,M
EL TUR HARBOR,EG,28.233333,33.616667,V,CN,M
NUWEIBA EL MUZEIMA,EG,28.966667,34.650000,V,CN,M
SHARMAH,SA,27.933333,35.250000,V,CN,M
DUBA,SA,27.566667,35.533333,S,OR,M
DUBA BULK PLANT TANKER TERMINAL,SA,27.316667,35.900000,V,OR,M
NORTH AIN SUKHNA PORT,EG,29.650000,32.366667,S,CB,M
GINGOOG,PH,8.833333,125.100000,V,CN,M
IGGESUND,SE,61.650000,17.083333,V,CN,
ISABEL,PH,10.916667,124.433333,V,OR,M
HUDIKSVALL,SE,61.733333,17.116667,S,RB,M
MASAO,PH,9.000000,125.416667,V,CN,M
STOCKA,SE,61.900000,17.350000,V,CN,
TANAUAN,PH,11.100000,125.016667,V,OR,M
SHAKHTERSK,RU,49.166667,142.066667,V,CN,
KAVKAZ OIL TERMINAL,RU,45.333333,36.650000,V,OR,M
ZARUBINO,RU,42.633333,131.083333,V,CN,
VITAZ MARINE TERMINAL,RU,52.700000,143.550000,V,OR,
STOCKVIK,SE,62.333333,17.383333,V,CN,
SUNDSVALL,SE,62.383333,17.350000,M,CN,M
VIVSTAVARV,SE,62.483333,17.350000,V,CN,M
SORAKER,SE,62.500000,17.500000,V,CN,M
HARNOSAND,SE,62.633333,17.933333,S,CN,L
ULVVIK,SE,62.666667,17.866667,V,CN,L
UTANSJO,SE,62.766667,17.933333,V,CN,L
GUSTAVSVIK,SE,62.833333,17.883333,V,CN,M
LUNDE,SE,62.883333,17.883333,V,CN,L
KRAMFORS,SE,62.933333,17.800000,V,CN,L
KARSKAR,SE,60.683333,17.266667,V,CN,M
VAJA,SE,62.983333,17.716667,V,RN,L
BOLLSTABRUK,SE,63.000000,17.700000,V,CN,L
DEGERHAMN,SE,56.350000,16.416667,V,CB,M
RONEHAMN,SE,57.116667,18.500000,S,CN,M
SLITE,SE,57.700000,18.816667,S,OR,M
FAROSUND,SE,57.916667,19.050000,S,CN,M
STORUGNS,SE,57.833333,18.800000,V,OR,M
VISBY,SE,57.633333,18.283333,S,CB,M
KLINTEHAMN,SE,57.383333,18.200000,V,CB,M
VERKEBACK,SE,57.733333,16.533333,V,CN,M
VASTERVIK,SE,57.766667,16.650000,S,CB,M
NORRKOPING,SE,58.583333,16.200000,M,RN,M
OXELOSUND,SE,58.666667,17.116667,S,CN,M
NYKOPING,SE,58.750000,17.016667,S,RB,M
SODERTALJE,SE,59.183333,17.650000,S,LC,M
NYNASHAMN,SE,58.900000,17.966667,S,CN,M
SAN LORENZO,VE,9.783333,-71.066667,V,LC,L
PUNTA DE PALMAS,VE,10.783333,-71.583333,V,LC,L
BAJO GRANDE,VE,10.516667,-71.633333,V,LC,L
PUNTA CARDON,VE,11.633333,-70.233333,S,OR,L
WAKE ISLAND,QW,19.283333,166.616667,V,CN,L
MAJURO ATOLL,MH,7.083333,171.383333,V,OR,
TARAWA ATOLL,KI,1.333333,172.933333,V,OR,M
NAURU,NR,-0.533333,166.916667,V,OR,M
SAIPAN,MP,15.200000,145.683333,S,CN,M
TINIAN,MP,14.966667,145.616667,V,CB,M
ROTA,MP,14.133333,145.150000,V,OR,
APRA HARBOR,GU,13.450000,144.616667,M,CB,M
LELE HARBOR,FM,5.333333,163.033333,V,CN,
COLONIA,FM,9.516667,138.133333,V,CN,M
MALAKAL HARBOR,PW,7.333333,134.450000,V,OR,M
LONGAN ISLAND,PG,-1.216667,144.300000,V,CN,
LORENGAU,PG,-2.016667,147.266667,V,OR,M
WEWAK HARBOR,PG,-3.566667,143.633333,S,OR,M
HAMBURG HARBOR,PG,-1.633333,149.966667,V,CN,M
KOKOPO,PG,-4.333333,152.266667,V,OR,
KIMBE,PG,-5.133333,150.533333,V,CN,M
KIETA,PG,-6.216667,155.633333,S,CN,L
GIZO HARBOR,SB,-8.100000,156.850000,V,CN,M
NONOPAPA,US,21.866667,-160.233333,V,OR,
APIA,WS,-13.816667,-171.766667,V,CN,L
PAGO PAGO HARBOR,AS,-14.283333,-170.666667,S,CN,M
ALOFI,NU,-19.033333,-169.933333,V,CN,
AVATIU,CK,-21.200000,-159.783333,V,CN,M
NEMRUT LIMANI BAY,TR,38.766667,26.916667,M,CB,L
KUSADASI,TR,37.866667,27.250000,V,CN,M
MARMARIS,TR,36.850000,28.283333,V,CB,M
FETHIYE,TR,36.633333,29.100000,V,CB,M
SOKHUMI,GE,42.983333,40.983333,V,OR,M
CHORNOMORS KE,UA,45.516667,32.700000,V,CN,M
YEVPATORIYA,UA,45.200000,33.383333,V,CN,M
SEVASTOPOL,UA,44.616667,33.533333,L,CN,M
BALAKLAVA,UA,44.500000,33.600000,V,CN,M
YALTA,UA,44.483333,34.166667,V,CB,M
ALUSHTA,UA,44.683333,34.416667,V,OR,M
SUDAK,UA,44.850000,34.983333,V,CN,M
FEODOSIYA,UA,45.016667,35.433333,S,CB,M
BOULOGNE-SUR-MER,FR,50.733333,1.600000,M,RT,M
FECAMP,FR,49.766667,0.366667,S,LC,M
HONFLEUR,FR,49.416667,0.216667,V,RT,M
RADE DE CHERBOURG,FR,49.650000,-1.633333,L,CT,M
DARTMOUTH HARBOUR,GB,50.350000,-3.616667,S,RN,M
FISHGUARD,GB,52.016667,-4.983333,S,CB,L
MILFORD HAVEN,GB,51.716667,-5.033333,M,RN,L
SWANSEA,GB,51.616667,-3.950000,S,RT,L
SEVERODVINSK,RU,64.566667,39.783333,S,CN,
RABOCHEOSTROVSK,RU,64.983333,34.783333,S,CN,
KANDALAKSHA,RU,67.133333,32.416667,V,RN,M
BOLSHAYA PIRYU GUBA,RU,66.666667,34.366667,S,CN,
OSTROVNOY GREMIKHA,RU,68.050000,39.516667,S,CN,
MURMANSK,RU,68.983333,33.050000,L,RN,M
MYS ABRAM,RU,68.983333,33.033333,V,CN,
ELLEFSEN HARBOR,AQ,-60.733333,-45.033333,V,CN,
SCOTIA BAY,AQ,-60.750000,-44.716667,V,CN,
ADMIRALTY BAY,AQ,-62.083333,-58.416667,V,CN,
PORT FOSTER,AQ,-62.950000,-60.633333,V,CN,
PORT LOCKROY,AQ,-64.816667,-63.500000,V,CN,
MELCHIOR HARBOR,AQ,-64.316667,-63.000000,V,CN,
ANDERSEN HARBOR,AQ,-64.316667,-62.933333,V,CN,
BUKHTA NAGAYEVA (MAGADAN),RU,59.566667,150.716667,S,CN,
SOUTHWEST PASS,US,28.450000,-90.700000,S,RN,M
TRI-CITY PORT,US,38.716667,-90.200000,L,RN,L
MOJI KO,JP,33.950000,130.966667,M,RN,M
RAS BADRAN OIL TERMINAL,EG,28.950000,33.166667,V,OR,M
SOKHNA PORT GAS TANKER TERMINAL,EG,29.683333,32.366667,V,CB,M
BANDAR-E PARS TERMINAL,IR,27.533333,52.533333,V,OR,M
BARKAN OIL-LOADING TERMINAL,IR,29.733333,50.166667,V,OR,M
KHAWR AL ZUBAIR,IQ,30.183333,47.900000,V,RN,M
KHAWR AL ZUBAIR LNG TERMINAL,IQ,30.133333,47.916667,V,RN,M
